동,아파트,건축년도,매수자,해제사유발생일,해제여부,거래금액,일,월,년,거래유형,estateAgentSggNm,전용면적,층,지번,landLeaseholdGbn,등기일자,지역코드,매도자,법정동,시군구
111,독립문극동(200-0),1998,개인,,,"122,000",30,1,2024,중개거래,서울 서대문구,114.51,9,200,N,24.03.20,11410,개인,현저동,서울특별시 서대문구
106,홍은동벽산,1997,개인,,,"66,200",31,1,2024,중개거래,서울 서대문구,84.96,4,455,N,24.02.28,11410,개인,홍은동,서울특별시 서대문구
106,e편한세상신촌1단지,2018,개인,,,"147,000",28,1,2024,중개거래,서울 서대문구,84.98,9,1013,N,24.04.30,11410,개인,북아현동,서울특별시 서대문구
123,DMC파크뷰자이1단지,2015,개인,,,"118,000",31,1,2024,중개거래,서울 서대문구,84.98,10,385,N,24.04.12,11410,개인,남가좌동,서울특별시 서대문구
,연희웨스트팰리스,2014,개인,,,"31,700",30,1,2024,중개거래,서울 서대문구,39.32,11,746,N,24.03.18,11410,개인,연희동,서울특별시 서대문구
106,두산,1999,개인,,,"78,000",20,1,2024,중개거래,서울 서대문구,59.96,10,1009,N,24.04.05,11410,개인,북아현동,서울특별시 서대문구
407,DMC래미안e편한세상,2012,개인,,,"87,500",31,1,2024,중개거래,서울 서대문구,59.97,6,481,N,24.03.28,11410,개인,북가좌동,서울특별시 서대문구
108,e편한세상신촌1단지,2018,개인,,,"125,000",27,1,2024,중개거래,"경기 하남시, 서울 서대문구",59.97,11,1013,N,24.04.19,11410,개인,북아현동,서울특별시 서대문구
106,신촌럭키,1999,개인,,,"76,500",30,1,2024,중개거래,서울 서대문구,59.7,12,144,N,24.04.08,11410,개인,대현동,서울특별시 서대문구
105,DMC래미안클라시스,2000,개인,,,"74,500",29,1,2024,중개거래,서울 서대문구,59.97,9,377,N,24.05.23,11410,개인,남가좌동,서울특별시 서대문구
102,현대그린,1996,개인,,,"64,500",26,1,2024,중개거래,"서울 서대문구, 서울 종로구",84.96,12,455,N,24.05.08,11410,개인,홍제동,서울특별시 서대문구
,DMC래미안클라시스,2000,개인,24.02.14,O,"84,000",30,1,2024,중개거래,서울 서대문구,84.9,1,377,N,,11410,개인,남가좌동,서울특별시 서대문구
110,DMC래미안클라시스,2000,개인,,,"84,000",30,1,2024,중개거래,서울 서대문구,84.9,1,377,N,24.03.29,11410,개인,남가좌동,서울특별시 서대문구
105동,북한산두산위브,2020,개인,,,"72,500",27,1,2024,중개거래,서울 서대문구,59.42,4,467,N,24.03.20,11410,개인,홍은동,서울특별시 서대문구
101,독립문삼호,1995,개인,,,"88,000",28,1,2024,중개거래,서울 서대문구,75.66,13,100,N,24.04.17,11410,개인,영천동,서울특별시 서대문구
,연희자이엘라,2014,개인,,,"15,300",22,1,2024,중개거래,서울 서대문구,13.642,13,745,N,24.02.26,11410,개인,연희동,서울특별시 서대문구
206,신촌푸르지오,2015,개인,,,"122,000",27,1,2024,중개거래,서울 서대문구,59.8802,17,1011,N,24.04.29,11410,개인,북아현동,서울특별시 서대문구
105,DMC래미안클라시스,2000,개인,,,"74,000",27,1,2024,중개거래,서울 서대문구,59.97,6,377,N,24.03.25,11410,개인,남가좌동,서울특별시 서대문구
113,청구1차,1994,개인,,,"80,000",28,1,2024,중개거래,서울 서대문구,84.78,5,453,N,24.03.29,11410,개인,홍제동,서울특별시 서대문구
5,홍은미성,1985,개인,,,"74,000",19,1,2024,중개거래,서울 서대문구,127.33,6,186-1,N,24.04.29,11410,개인,홍은동,서울특별시 서대문구
,하이펠리스,2004,개인,,,"73,000",18,1,2024,중개거래,서울 서대문구,122.2,1,470,N,24.03.21,11410,개인,창천동,서울특별시 서대문구
110,천연뜨란채,2006,개인,,,"80,000",24,1,2024,중개거래,서울 서대문구,56.08,10,145,N,24.04.26,11410,개인,천연동,서울특별시 서대문구
105,DMC센트럴아이파크,2018,개인,,,"90,000",18,1,2024,중개거래,서울 서대문구,59.8,19,388,N,24.02.21,11410,개인,남가좌동,서울특별시 서대문구
110,DMC에코자이,2019,개인,,,"95,000",26,1,2024,직거래,,59.79,19,389,N,24.02.14,11410,개인,남가좌동,서울특별시 서대문구
110,홍제원현대(459-0),2000,개인,,,"72,000",19,1,2024,중개거래,서울 서대문구,59.93,11,459,N,24.03.19,11410,개인,홍제동,서울특별시 서대문구
103,극동,1995,개인,,,"50,000",27,1,2024,중개거래,"서울 서대문구, 서울 영등포구",84.92,8,454,N,24.04.03,11410,개인,홍은동,서울특별시 서대문구
103,홍은동벽산,1997,개인,,,"78,700",28,1,2024,중개거래,서울 서대문구,114.96,6,455,N,24.03.15,11410,개인,홍은동,서울특별시 서대문구
103,서대문푸르지오센트럴파크,2022,개인,,,"103,000",20,1,2024,중개거래,서울 서대문구,59.94,9,478,N,24.12.30,11410,개인,홍제동,서울특별시 서대문구
103,홍제한양,1993,개인,,,"56,500",12,1,2024,중개거래,서울 서대문구,60.06,1,82,N,24.03.07,11410,개인,홍제동,서울특별시 서대문구
114,DMC파크뷰자이1단지,2015,개인,,,"102,000",27,1,2024,중개거래,서울 서대문구,59.992,20,385,N,24.02.29,11410,개인,남가좌동,서울특별시 서대문구
101,독립문파크빌,2000,개인,,,"63,900",27,1,2024,중개거래,서울 서대문구,59.4,2,1019,N,24.05.16,11410,개인,현저동,서울특별시 서대문구
102,문화촌현대,2002,개인,,,"73,000",31,1,2024,중개거래,서울 서대문구,84.99,18,463,N,24.03.15,11410,개인,홍제동,서울특별시 서대문구
106,두산,1999,개인,,,"77,000",11,1,2024,중개거래,서울 서대문구,59.96,17,1009,N,24.03.29,11410,개인,북아현동,서울특별시 서대문구
,연희자이엘라,2014,개인,,,"15,000",27,1,2024,중개거래,서울 서대문구,13.642,5,745,N,24.02.13,11410,개인,연희동,서울특별시 서대문구
103,유원하나,1996,개인,,,"57,000",19,1,2024,중개거래,서울 서대문구,82.35,9,454,N,24.04.15,11410,개인,홍제동,서울특별시 서대문구
101,홍제센트럴IPARK,2020,개인,,,"110,000",13,1,2024,중개거래,"서울 서대문구, 서울 중구",84.9728,12,473,N,24.02.23,11410,개인,홍제동,서울특별시 서대문구
102,남가좌동현대,1999,개인,,,"70,700",25,1,2024,중개거래,서울 서대문구,73.65,1,376,N,24.03.05,11410,개인,남가좌동,서울특별시 서대문구
,신촌자이엘라,2014,개인,,,"27,500",31,1,2024,중개거래,서울 서대문구,21.96,19,104-36,N,24.02.14,11410,개인,대현동,서울특별시 서대문구
107,DMC센트럴아이파크,2018,개인,,,"110,500",16,1,2024,중개거래,서울 서대문구,84.97,12,388,N,24.03.25,11410,개인,남가좌동,서울특별시 서대문구
214,DMC파크뷰자이2단지,2015,개인,,,"111,000",9,1,2024,중개거래,서울 서대문구,84.968,19,385,N,24.03.28,11410,개인,남가좌동,서울특별시 서대문구
101동,DMC현대아파트,2000,개인,,,"51,000",26,1,2024,중개거래,서울 서대문구,55.47,2,453,N,24.03.15,11410,개인,북가좌동,서울특별시 서대문구
,신촌자이엘라,2014,개인,,,"27,400",25,1,2024,중개거래,서울 마포구,23.36,19,104-36,N,24.02.05,11410,개인,대현동,서울특별시 서대문구
105,동원베네스트,2012,개인,,,"69,000",29,1,2024,중개거래,서울 서대문구,105.0526,2,463,N,24.04.24,11410,개인,홍은동,서울특별시 서대문구
112,DMC센트럴아이파크,2018,개인,,,"113,800",19,1,2024,중개거래,서울 서대문구,84.94,8,388,N,24.03.25,11410,개인,남가좌동,서울특별시 서대문구
101,북아현경남,1996,개인,,,"96,900",18,1,2024,중개거래,"서울 마포구, 서울 서대문구",59.77,7,1006,N,24.04.30,11410,개인,북아현동,서울특별시 서대문구
3,대림,1993,개인,,,"74,000",10,1,2024,중개거래,서울 서대문구,84.74,9,700,N,24.04.08,11410,개인,연희동,서울특별시 서대문구
102,래미안루센티아,2020,개인,,,"120,000",20,1,2024,중개거래,서울 서대문구,84.95,11,390,N,24.03.25,11410,개인,남가좌동,서울특별시 서대문구
1,3RU-City,2013,개인,,,"23,300",27,1,2024,중개거래,서울 마포구,25.06,12,510-2,N,24.03.06,11410,개인,창천동,서울특별시 서대문구
2,유원,1987,개인,,,"40,750",17,1,2024,중개거래,서울 서대문구,64.26,5,22,N,24.03.22,11410,개인,홍은동,서울특별시 서대문구
106,홍제현대,1992,개인,,,"50,000",13,1,2024,중개거래,서울 서대문구,75.15,1,331,N,24.02.15,11410,개인,홍제동,서울특별시 서대문구
204,DMC센트레빌,2009,개인,,,"92,000",12,1,2024,중개거래,서울 서대문구,84.98,6,381,N,24.03.22,11410,개인,남가좌동,서울특별시 서대문구
112,DMC래미안e편한세상,2012,개인,,,"108,000",18,1,2024,중개거래,서울 서대문구,84.94,21,481,N,24.02.20,11410,개인,북가좌동,서울특별시 서대문구
109,DMC래미안클라시스,2000,개인,,,"71,500",14,1,2024,중개거래,서울 서대문구,59.59,3,377,N,24.02.28,11410,개인,남가좌동,서울특별시 서대문구
106,홍은동벽산,1997,개인,,,"69,500",23,1,2024,중개거래,서울 서대문구,84.96,8,455,N,24.04.29,11410,개인,홍은동,서울특별시 서대문구
213,DMC래미안e편한세상,2012,개인,,,"102,000",13,1,2024,중개거래,서울 서대문구,84.95,1,481,N,24.03.05,11410,개인,북가좌동,서울특별시 서대문구
104,청구1차,1994,개인,,,"86,700",5,1,2024,중개거래,서울 서대문구,84.78,15,453,N,24.04.23,11410,개인,홍제동,서울특별시 서대문구
,홍은드림아파트,2012,개인,,,"46,000",27,1,2024,직거래,,84.9,3,265-350,N,24.04.12,11410,개인,홍은동,서울특별시 서대문구
102,월드컵현대,1998,개인,,,"81,500",27,1,2024,중개거래,서울 서대문구,84.93,12,371-1,N,24.04.18,11410,개인,북가좌동,서울특별시 서대문구
,연대JK,2012,개인,,,"17,000",18,1,2024,중개거래,서울 서대문구,24,4,518,N,24.02.29,11410,개인,창천동,서울특별시 서대문구
107,남가좌동현대,1999,개인,,,"67,500",13,1,2024,중개거래,서울 서대문구,59.4,9,376,N,24.03.26,11410,개인,남가좌동,서울특별시 서대문구
102동,북한산두산위브,2020,개인,,,"84,800",24,1,2024,중개거래,서울 서대문구,84.98,13,467,N,24.02.19,11410,개인,홍은동,서울특별시 서대문구
104동,북한산두산위브,2020,개인,,,"81,000",20,1,2024,중개거래,서울 서대문구,84.98,1,467,N,24.03.07,11410,개인,홍은동,서울특별시 서대문구
,대성,2002,개인,,,"26,400",9,1,2024,중개거래,서울 서대문구,62.12,6,3-71,N,24.04.08,11410,개인,북가좌동,서울특별시 서대문구
103,DMC래미안클라시스,2000,개인,,,"80,000",8,1,2024,중개거래,서울 서대문구,84.95,5,377,N,24.03.07,11410,개인,남가좌동,서울특별시 서대문구
110,DMC래미안클라시스,2000,개인,,,"84,000",20,1,2024,중개거래,서울 서대문구,84.9,17,377,N,24.03.22,11410,개인,남가좌동,서울특별시 서대문구
109,인왕산현대,2000,개인,,,"70,000",25,1,2024,중개거래,서울 서대문구,59.93,15,460,N,24.02.28,11410,개인,홍제동,서울특별시 서대문구
77동,홍연,1981,개인,,,"42,000",22,1,2024,중개거래,서울 서대문구,52.59,2,708-4,N,24.02.27,11410,개인,연희동,서울특별시 서대문구
101,성원,2001,개인,,,"57,500",22,1,2024,중개거래,서울 서대문구,59.61,2,740,N,24.03.20,11410,법인,연희동,서울특별시 서대문구
106,e편한세상신촌1단지,2018,개인,,,"145,000",16,1,2024,중개거래,서울 서대문구,84.98,12,1013,N,24.04.15,11410,개인,북아현동,서울특별시 서대문구
102,e편한세상신촌1단지,2018,개인,,,"122,800",12,1,2024,중개거래,서울 서대문구,59.85,7,1013,N,24.04.22,11410,개인,북아현동,서울특별시 서대문구
301,DMC래미안e편한세상,2012,개인,,,"140,000",4,1,2024,중개거래,서울 서대문구,120.95,2,481,N,24.03.28,11410,개인,북가좌동,서울특별시 서대문구
104,신촌푸르지오,2015,개인,,,"155,000",10,1,2024,직거래,,109.0901,4,1011,N,24.04.15,11410,개인,북아현동,서울특별시 서대문구
111,DMC파크뷰자이1단지,2015,개인,,,"119,600",10,1,2024,중개거래,"경기 고양시 덕양구, 서울 서대문구",84.98,7,385,N,24.03.26,11410,개인,남가좌동,서울특별시 서대문구
129,DMC파크뷰자이1단지,2015,개인,,,"115,000",21,1,2024,중개거래,서울 서대문구,84.971,19,385,N,24.03.29,11410,개인,남가좌동,서울특별시 서대문구
119,DMC파크뷰자이1단지,2015,개인,,,"165,000",12,1,2024,중개거래,서울 서대문구,121.614,20,385,N,24.04.01,11410,개인,남가좌동,서울특별시 서대문구
106,홍제센트럴IPARK,2020,개인,,,"132,000",10,1,2024,중개거래,서울 서대문구,117.0924,10,473,N,24.02.07,11410,개인,홍제동,서울특별시 서대문구
110,남가좌동현대,1999,개인,,,"65,000",15,1,2024,중개거래,서울 서대문구,59.4,5,376,N,24.02.20,11410,개인,남가좌동,서울특별시 서대문구
117,DMC파크뷰자이1단지,2015,개인,,,"118,000",15,1,2024,중개거래,서울 서대문구,84.971,4,385,N,24.04.30,11410,개인,남가좌동,서울특별시 서대문구
106,신촌럭키,1999,개인,,,"76,000",11,1,2024,중개거래,서울 서대문구,59.7,7,144,N,24.03.26,11410,개인,대현동,서울특별시 서대문구
108,DMC래미안클라시스,2000,개인,,,"72,000",10,1,2024,중개거래,서울 서대문구,59.93,12,377,N,24.02.20,11410,개인,남가좌동,서울특별시 서대문구
104,천연뜨란채,2006,개인,,,"79,000",13,1,2024,중개거래,서울 서대문구,56.08,15,145,N,24.02.26,11410,개인,천연동,서울특별시 서대문구
105,홍제삼성래미안,2001,개인,,,"67,000",11,1,2024,중개거래,서울 서대문구,84.33,15,461,N,24.01.23,11410,개인,홍제동,서울특별시 서대문구
210,DMC파크뷰자이2단지,2015,개인,,,"119,000",10,1,2024,중개거래,서울 서대문구,84.968,9,385,N,24.05.16,11410,개인,남가좌동,서울특별시 서대문구
501,DMC파크뷰자이5단지,2015,개인,,,"95,000",4,1,2024,중개거래,서울 서대문구,59.981,9,385,N,24.02.07,11410,개인,남가좌동,서울특별시 서대문구
109,래미안남가좌2차,2005,개인,,,"88,500",4,1,2024,중개거래,서울 서대문구,84.806,1,379,N,24.03.07,11410,개인,남가좌동,서울특별시 서대문구
102,힐스테이트신촌,2020,개인,,,"133,500",8,1,2024,중개거래,서울 서대문구,84.9557,13,1017,N,24.04.23,11410,개인,북아현동,서울특별시 서대문구
,충정리시온,2004,개인,,,"53,000",8,1,2024,중개거래,서울 서대문구,45.75,7,465,N,24.02.20,11410,개인,충정로3가,서울특별시 서대문구
102,홍제한양,1993,개인,,,"84,000",3,1,2024,직거래,,84.77,6,82,N,24.01.11,11410,개인,홍제동,서울특별시 서대문구
,천연뜨란채,2006,개인,24.01.17,O,"68,000",10,1,2024,중개거래,서울 서초구,55.85,3,145,N,,11410,개인,천연동,서울특별시 서대문구
,서강2차(2동),1989,개인,,,"48,000",6,1,2024,중개거래,서울 서대문구,94.41,6,186-25,N,24.03.06,11410,개인,홍은동,서울특별시 서대문구
109,홍은동벽산,1997,개인,,,"59,500",9,1,2024,중개거래,서울 서대문구,58.64,8,455,N,24.02.28,11410,개인,홍은동,서울특별시 서대문구
108,독립문삼호,1995,개인,,,"85,000",6,1,2024,직거래,,84.78,5,100,N,24.02.28,11410,개인,영천동,서울특별시 서대문구
,파라타워,2020,개인,,,"24,700",6,1,2024,중개거래,서울 서대문구,15.792,5,90-70,N,24.01.11,11410,개인,대현동,서울특별시 서대문구
3,유원,1987,개인,,,"42,250",6,1,2024,중개거래,서울 서대문구,64.26,13,22,N,24.04.08,11410,개인,홍은동,서울특별시 서대문구
101,DMC센트럴아이파크,2018,개인,,,"107,500",5,1,2024,중개거래,서울 서대문구,84.95,4,388,N,24.02.22,11410,개인,남가좌동,서울특별시 서대문구
106,극동,1995,개인,,,"50,500",2,1,2024,중개거래,서울 서대문구,84.92,9,454,N,24.03.18,11410,개인,홍은동,서울특별시 서대문구
106,신촌푸르지오,2015,개인,,,"120,600",17,2,2024,중개거래,서울 서대문구,59.993,7,1011,N,24.05.08,11410,개인,북아현동,서울특별시 서대문구
102,성원,2001,법인,,,"84,700",23,2,2024,중개거래,서울 서대문구,84.95,7,740,N,24.04.11,11410,개인,연희동,서울특별시 서대문구
103,연희파크푸르지오,2018,개인,,,"84,000",17,2,2024,중개거래,서울 서대문구,59.9835,11,747,N,24.04.29,11410,개인,연희동,서울특별시 서대문구
101,연희파크푸르지오,2018,개인,,,"93,500",29,2,2024,중개거래,"서울 동대문구, 서울 서대문구",84.8003,4,747,N,24.06.03,11410,개인,연희동,서울특별시 서대문구
103,청구1차,1994,개인,,,"86,800",28,2,2024,중개거래,서울 서대문구,84.78,9,453,N,24.06.03,11410,개인,홍제동,서울특별시 서대문구
106,청구1차,1994,개인,,,"78,000",27,2,2024,중개거래,서울 서대문구,84.78,5,453,N,24.05.17,11410,법인,홍제동,서울특별시 서대문구
202,돈의문센트레빌,2011,개인,,,"125,000",17,2,2024,중개거래,서울 서대문구,84.99,4,261,N,24.03.29,11410,개인,냉천동,서울특별시 서대문구
108,DMC파크뷰자이1단지,2015,개인,,,"119,000",15,2,2024,중개거래,서울 서대문구,84.968,17,385,N,24.04.30,11410,개인,남가좌동,서울특별시 서대문구
113,DMC파크뷰자이1단지,2015,개인,,,"120,000",23,2,2024,중개거래,서울 서대문구,84.974,9,385,N,24.09.13,11410,개인,남가좌동,서울특별시 서대문구
103,서대문푸르지오센트럴파크,2022,개인,,,"105,000",24,2,2024,중개거래,서울 서대문구,59.94,10,478,N,24.12.04,11410,개인,홍제동,서울특별시 서대문구
302,청구3차,2001,개인,,,"66,700",19,2,2024,중개거래,서울 서대문구,59.4,11,462,N,24.04.30,11410,개인,홍제동,서울특별시 서대문구
101,DMC래미안클라시스,2000,개인,,,"84,000",24,2,2024,중개거래,서울 서대문구,84.9,5,377,N,24.05.10,11410,개인,남가좌동,서울특별시 서대문구
124,DMC파크뷰자이1단지,2015,개인,,,"122,000",21,2,2024,중개거래,서울 서대문구,84.971,26,385,N,24.06.03,11410,개인,남가좌동,서울특별시 서대문구
106,대우푸르지오,2002,개인,,,"96,500",24,2,2024,중개거래,서울 서대문구,84.706,7,739,N,24.05.24,11410,개인,연희동,서울특별시 서대문구
,제니스뷰아파트,2022,개인,,,"66,800",22,2,2024,중개거래,서울 서대문구,80.85,9,196-26,N,24.05.13,11410,개인,홍제동,서울특별시 서대문구
103,대우푸르지오,2002,개인,,,"114,000",24,2,2024,중개거래,서울 서대문구,114.705,6,739,N,24.05.24,11410,개인,연희동,서울특별시 서대문구
111,DMC센트럴아이파크,2018,개인,,,"113,800",24,2,2024,중개거래,서울 서대문구,84.95,17,388,N,24.04.09,11410,개인,남가좌동,서울특별시 서대문구
3,홍은미성,1985,개인,,,"46,000",17,2,2024,중개거래,서울 서대문구,65.43,2,186-1,N,24.04.17,11410,개인,홍은동,서울특별시 서대문구
101,DMC센트럴아이파크,2018,개인,,,"105,000",28,2,2024,중개거래,서울 서대문구,84.95,9,388,N,24.05.21,11410,개인,남가좌동,서울특별시 서대문구
214,DMC파크뷰자이2단지,2015,개인,,,"111,700",14,2,2024,중개거래,서울 서대문구,84.968,3,385,N,24.04.30,11410,개인,남가좌동,서울특별시 서대문구
106,두산,1999,개인,,,"69,500",28,2,2024,중개거래,"서울 노원구, 서울 용산구",59.96,1,1009,N,24.04.16,11410,개인,북아현동,서울특별시 서대문구
103,두산,1999,개인,,,"76,000",19,2,2024,중개거래,서울 서대문구,59.96,12,1009,N,24.05.10,11410,개인,북아현동,서울특별시 서대문구
401,DMC파크뷰자이4단지,2015,개인,,,"113,000",16,2,2024,중개거래,서울 서대문구,84.968,10,385,N,24.04.30,11410,개인,남가좌동,서울특별시 서대문구
217,DMC파크뷰자이2단지,2015,개인,,,"110,000",17,2,2024,중개거래,서울 서대문구,84.968,3,385,N,24.04.25,11410,개인,남가좌동,서울특별시 서대문구
207,DMC파크뷰자이2단지,2015,개인,,,"101,500",19,2,2024,중개거래,서울 서대문구,59.981,16,385,N,24.03.28,11410,개인,남가좌동,서울특별시 서대문구
103,두산,1999,개인,,,"71,800",24,2,2024,중개거래,서울 서대문구,59.96,2,1009,N,24.03.08,11410,개인,북아현동,서울특별시 서대문구
101,인왕산현대,2000,개인,,,"105,000",29,2,2024,중개거래,서울 서대문구,114.72,17,460,N,24.07.19,11410,개인,홍제동,서울특별시 서대문구
101,신촌푸르지오,2015,개인,,,"139,700",17,2,2024,중개거래,"서울 서대문구, 서울 은평구",84.9892,13,1011,N,24.05.08,11410,개인,북아현동,서울특별시 서대문구
107,인왕산현대,2000,개인,,,"70,000",29,2,2024,중개거래,서울 서대문구,59.93,14,460,N,24.04.02,11410,개인,홍제동,서울특별시 서대문구
115,홍제원현대(459-0),2000,개인,,,"85,000",17,2,2024,중개거래,서울 서대문구,84.9,3,459,N,24.05.30,11410,개인,홍제동,서울특별시 서대문구
,충우,2003,개인,,,"54,500",3,2,2024,중개거래,서울 서대문구,92.56,3,105-16,N,24.03.14,11410,개인,연희동,서울특별시 서대문구
101동,디엠씨엘가,2017,개인,,,"20,500",24,2,2024,중개거래,서울 서대문구,17.23,6,387,N,24.03.12,11410,개인,남가좌동,서울특별시 서대문구
,연희자이엘라,2014,개인,,,"15,000",18,2,2024,중개거래,서울 마포구,13.642,8,745,N,24.03.05,11410,개인,연희동,서울특별시 서대문구
403,DMC파크뷰자이4단지,2015,개인,,,"91,000",22,2,2024,중개거래,서울 서대문구,59.981,7,385,N,24.06.17,11410,개인,남가좌동,서울특별시 서대문구
101동,디엠씨엘가,2017,개인,,,"13,500",28,2,2024,중개거래,서울 서대문구,13.03,10,387,N,24.03.08,11410,개인,남가좌동,서울특별시 서대문구
114,청구1차,1994,개인,,,"84,000",3,2,2024,중개거래,서울 서대문구,84.78,6,453,N,24.06.05,11410,개인,홍제동,서울특별시 서대문구
105,남가좌동현대,1999,개인,,,"59,800",27,2,2024,중개거래,서울 서대문구,84.78,10,376,N,24.03.13,11410,개인,남가좌동,서울특별시 서대문구
107,북한산더샵,2017,개인,,,"106,700",26,2,2024,중개거래,서울 서대문구,84.85,6,464,N,24.06.14,11410,개인,홍은동,서울특별시 서대문구
101,HDX휴팰리스,2018,개인,,,"60,500",17,2,2024,중개거래,"서울 서대문구, 서울 은평구",59.1032,19,465,N,24.04.29,11410,개인,홍은동,서울특별시 서대문구
203,성원쌍떼빌팰리스,2005,개인,,,"165,000",2,2,2024,중개거래,서울 서대문구,186.47,5,742,N,24.07.04,11410,개인,연희동,서울특별시 서대문구
101,e편한세상신촌1단지,2018,개인,,,"155,000",4,2,2024,중개거래,서울 서대문구,84.93,18,1013,N,24.04.30,11410,개인,북아현동,서울특별시 서대문구
101동,디엠씨엘가,2017,개인,,,"27,500",23,2,2024,중개거래,서울 서대문구,26.7,8,387,N,24.05.08,11410,개인,남가좌동,서울특별시 서대문구
,신촌푸르지오,2015,개인,24.05.08,O,"120,600",17,2,2024,중개거래,서울 서대문구,59.993,7,1011,N,,11410,개인,북아현동,서울특별시 서대문구
106,인왕산현대,2000,개인,,,"72,000",6,2,2024,중개거래,서울 서대문구,59.93,15,460,N,24.06.10,11410,개인,홍제동,서울특별시 서대문구
101,풍림2,1990,개인,,,"54,500",26,2,2024,중개거래,서울 서대문구,58.5,10,453-2,N,24.07.16,11410,개인,홍은동,서울특별시 서대문구
117,홍은동벽산,1997,개인,,,"68,000",21,2,2024,중개거래,서울 서대문구,84.78,14,455,N,24.05.31,11410,개인,홍은동,서울특별시 서대문구
113,홍은동벽산,1997,개인,,,"67,500",24,2,2024,중개거래,서울 서대문구,84.78,7,455,N,24.05.02,11410,개인,홍은동,서울특별시 서대문구
202동,북한산두산위브2차,2021,개인,,,"63,000",15,2,2024,중개거래,서울 서대문구,59.7501,8,468,N,24.04.03,11410,개인,홍은동,서울특별시 서대문구
104,e편한세상신촌1단지,2018,개인,,,"123,000",14,2,2024,중개거래,서울 서대문구,59.85,6,1013,N,24.05.02,11410,개인,북아현동,서울특별시 서대문구
,동일,1997,개인,,,"61,000",7,2,2024,중개거래,서울 서대문구,84.98,6,457,N,24.05.02,11410,개인,홍은동,서울특별시 서대문구
108,독립문극동(200-0),1998,개인,,,"115,000",3,2,2024,중개거래,서울 서대문구,84.87,22,200,N,24.03.29,11410,개인,현저동,서울특별시 서대문구
212,돈의문센트레빌,2011,개인,,,"94,500",3,2,2024,중개거래,서울 서대문구,59.98,2,261,N,24.04.30,11410,개인,냉천동,서울특별시 서대문구
,미동,1969,개인,,,"42,900",4,2,2024,중개거래,"서울 송파구, 서울 중구",56.2,4,189-8,N,24.05.30,11410,법인,충정로3가,서울특별시 서대문구
103,동원베네스트,2012,개인,,,"70,000",21,2,2024,중개거래,서울 서대문구,84.9573,2,463,N,24.06.03,11410,개인,홍은동,서울특별시 서대문구
205,e편한세상신촌2단지,2018,개인,,,"153,000",16,2,2024,중개거래,서울 서대문구,84.98,7,1013,N,24.05.10,11410,개인,북아현동,서울특별시 서대문구
102,DMC래미안클라시스,2000,개인,,,"76,000",13,2,2024,중개거래,"서울 마포구, 서울 서대문구",59.93,10,377,N,24.06.07,11410,개인,남가좌동,서울특별시 서대문구
104,래미안루센티아,2020,개인,,,"93,000",11,2,2024,중개거래,서울 서대문구,59.98,2,390,N,24.04.29,11410,개인,남가좌동,서울특별시 서대문구
,북한산삼부르네상스201동,2024,개인,24.03.13,O,"44,000",22,2,2024,직거래,,70.602,2,8-230,N,,11410,개인,홍은동,서울특별시 서대문구
215,DMC래미안e편한세상,2012,개인,,,"107,500",2,2,2024,중개거래,서울 서대문구,84.95,6,481,N,24.03.22,11410,개인,북가좌동,서울특별시 서대문구
,남가좌동현대,1999,개인,24.02.26,O,"60,000",19,2,2024,중개거래,서울 서대문구,84.78,10,376,N,,11410,개인,남가좌동,서울특별시 서대문구
1,베벌리힐즈,2006,개인,,,"145,000",20,2,2024,중개거래,서울 서대문구,236.92,2,392-1,N,24.06.05,11410,개인,홍은동,서울특별시 서대문구
102,래미안루센티아,2020,개인,,,"97,000",18,2,2024,중개거래,서울 서대문구,59.98,5,390,N,24.04.05,11410,개인,남가좌동,서울특별시 서대문구
204,신촌푸르지오,2015,개인,,,"140,000",6,2,2024,중개거래,서울 서대문구,84.9953,14,1011,N,24.04.16,11410,개인,북아현동,서울특별시 서대문구
111,DMC래미안클라시스,2000,개인,,,"75,800",13,2,2024,중개거래,서울 서대문구,59.59,8,377,N,24.05.31,11410,개인,남가좌동,서울특별시 서대문구
104,DMC금호리첸시아,2024,개인,,,"97,000",15,2,2024,중개거래,서울 서대문구,59.8295,20,396,N,24.03.26,11410,개인,남가좌동,서울특별시 서대문구
112,천연뜨란채,2006,개인,,,"74,500",17,2,2024,중개거래,서울 서대문구,56.08,2,145,N,24.10.18,11410,개인,천연동,서울특별시 서대문구
218,DMC파크뷰자이2단지,2015,개인,,,"117,000",15,2,2024,중개거래,서울 서대문구,84.99,22,385,N,24.06.07,11410,개인,남가좌동,서울특별시 서대문구
,에이원,2015,개인,,,"59,800",26,2,2024,중개거래,서울 서대문구,58.66,6,132-5,N,24.04.24,11410,개인,홍제동,서울특별시 서대문구
106,e편한세상신촌1단지,2018,개인,,,"139,000",17,2,2024,중개거래,서울 서대문구,84.98,7,1013,N,24.03.20,11410,개인,북아현동,서울특별시 서대문구
103동,DMC현대아파트,2000,개인,,,"66,000",8,2,2024,중개거래,서울 서대문구,84.95,2,453,N,24.05.08,11410,개인,북가좌동,서울특별시 서대문구
101,문화촌현대,2002,개인,,,"59,000",5,2,2024,중개거래,서울 서대문구,59.94,7,463,N,24.03.15,11410,개인,홍제동,서울특별시 서대문구
