동,아파트,건축년도,매수자,해제사유발생일,해제여부,거래금액,일,월,년,거래유형,estateAgentSggNm,전용면적,층,지번,landLeaseholdGbn,등기일자,지역코드,매도자,법정동,시군구
,신원지벤스타6,2005,개인,,,"80,000",19,11,2025,중개거래,서울 서대문구,133.07,4,393-3,N,,11410,개인,홍은동,서울특별시 서대문구
,e편한세상신촌3단지,2018,개인,,,"208,000",25,11,2025,중개거래,서울 서대문구,84.93,9,1013,N,,11410,개인,북아현동,서울특별시 서대문구
,두산,1997,개인,26.01.14,O,"69,000",16,11,2025,중개거래,서울 서대문구,84.84,6,456,N,,11410,개인,홍은동,서울특별시 서대문구
,DMC두산위브,2007,개인,,,"88,000",29,11,2025,중개거래,서울 서대문구,84.9631,12,459,N,,11410,개인,북가좌동,서울특별시 서대문구
,신촌럭키,1999,개인,,,"150,000",26,11,2025,중개거래,서울 서대문구,121.6,15,144,N,,11410,개인,대현동,서울특별시 서대문구
,연희파크푸르지오,2018,개인,,,"99,000",27,11,2025,중개거래,서울 서대문구,59.9835,11,747,N,,11410,개인,연희동,서울특별시 서대문구
,DMC한양,1987,개인,,,"72,800",29,11,2025,중개거래,서울 서대문구,65.34,5,431,N,,11410,개인,북가좌동,서울특별시 서대문구
,홍제현대,1992,개인,,,"94,000",29,11,2025,중개거래,서울 서대문구,83.05,6,331,N,,11410,개인,홍제동,서울특별시 서대문구
,서대문푸르지오센트럴파크,2022,개인,,,"148,500",24,11,2025,중개거래,서울 서대문구,59.94,14,478,N,,11410,개인,홍제동,서울특별시 서대문구
,홍제에스피엘,2023,개인,,,"51,220",17,11,2025,직거래,,84.278,5,322-138,N,25.12.15,11410,법인,홍제동,서울특별시 서대문구
,홍제에스피엘,2023,개인,,,"49,804",17,11,2025,직거래,,80.948,7,322-138,N,25.12.10,11410,법인,홍제동,서울특별시 서대문구
,DMC파크뷰자이3단지,2015,개인,,,"118,000",26,11,2025,중개거래,서울 서대문구,59.981,3,385,N,,11410,개인,남가좌동,서울특별시 서대문구
,홍제원현대(459-0),2000,개인,,,"94,000",19,11,2025,중개거래,서울 서대문구,84.9,4,459,N,,11410,개인,홍제동,서울특별시 서대문구
,홍제원현대(459-0),2000,개인,,,"109,800",24,11,2025,중개거래,서울 서대문구,114.72,6,459,N,,11410,개인,홍제동,서울특별시 서대문구
110,홍제역해링턴플레이스,2024,개인,,,"98,000",17,11,2025,중개거래,"서울 강남구, 서울 서대문구",48.21,20,474,N,25.12.22,11410,개인,홍제동,서울특별시 서대문구
,인왕산현대,2000,개인,,,"106,000",26,11,2025,중개거래,"경기 용인시 기흥구, 서울 서대문구",114.72,9,460,N,,11410,개인,홍제동,서울특별시 서대문구
,DMC에코자이,2019,개인,,,"123,000",17,11,2025,중개거래,"서울 마포구, 서울 서대문구",59.79,12,389,N,,11410,개인,남가좌동,서울특별시 서대문구
,서강1차(1동),1988,개인,,,"41,000",24,11,2025,중개거래,서울 서대문구,71.53,3,186-22,N,26.01.13,11410,개인,홍은동,서울특별시 서대문구
,월드컵현대,1998,개인,,,"91,000",30,11,2025,중개거래,서울 서대문구,84.93,9,371-1,N,,11410,개인,북가좌동,서울특별시 서대문구
,DMC현대아파트,2000,개인,,,"77,800",21,11,2025,중개거래,서울 서대문구,84.95,10,453,N,,11410,개인,북가좌동,서울특별시 서대문구
,힐스테이트홍은포레스트,2023,개인,,,"107,000",29,11,2025,중개거래,서울 서대문구,72.97,9,470,N,,11410,개인,홍은동,서울특별시 서대문구
,DMC에코자이,2019,개인,,,"117,000",26,11,2025,중개거래,서울 서대문구,59.79,10,389,N,,11410,개인,남가좌동,서울특별시 서대문구
,연우,2004,개인,,,"64,000",28,11,2025,중개거래,서울 서대문구,110.73,6,187-118,N,,11410,개인,연희동,서울특별시 서대문구
,원일,1970,개인,,,"32,000",18,11,2025,직거래,,68.76,3,294-36,N,25.12.01,11410,개인,홍제동,서울특별시 서대문구
,북한산더샵,2017,개인,25.12.16,O,"120,000",25,11,2025,중개거래,서울 서대문구,84.832,2,464,N,,11410,개인,홍은동,서울특별시 서대문구
,힐스테이트홍은포레스트,2023,개인,,,"92,000",30,11,2025,중개거래,"서울 서대문구, 서울 은평구",59.84,6,470,N,,11410,개인,홍은동,서울특별시 서대문구
,독립문파크빌,2000,개인,,,"64,400",29,11,2025,중개거래,서울 서대문구,59.4,9,1019,N,,11410,개인,현저동,서울특별시 서대문구
,홍제센트럴IPARK,2020,개인,,,"129,000",29,11,2025,중개거래,서울 서대문구,84.9728,8,473,N,,11410,개인,홍제동,서울특별시 서대문구
,서대문푸르지오센트럴파크,2022,개인,,,"118,000",29,11,2025,중개거래,서울 서대문구,55.25,16,478,N,,11410,개인,홍제동,서울특별시 서대문구
,북한산두산위브,2020,개인,,,"73,800",27,11,2025,중개거래,서울 서대문구,59.89,3,467,N,,11410,개인,홍은동,서울특별시 서대문구
,천연뜨란채,2006,개인,,,"95,000",28,11,2025,중개거래,서울 서대문구,57.78,13,145,N,,11410,개인,천연동,서울특별시 서대문구
,문화촌현대,2002,개인,25.12.24,O,"65,000",28,11,2025,중개거래,서울 서대문구,59.94,9,463,N,,11410,개인,홍제동,서울특별시 서대문구
,독립문극동(200-0),1998,개인,,,"130,000",29,11,2025,중개거래,서울 서대문구,102.45,7,200,N,,11410,개인,현저동,서울특별시 서대문구
,독립문파크빌,2000,개인,,,"64,000",29,11,2025,중개거래,"서울 서대문구, 서울 종로구",59.4,7,1019,N,,11410,개인,현저동,서울특별시 서대문구
,홍제한양,1993,개인,,,"73,900",15,11,2025,중개거래,서울 서대문구,60.06,7,82,N,,11410,개인,홍제동,서울특별시 서대문구
,DMC파크뷰자이2단지,2015,개인,,,"132,700",28,11,2025,중개거래,서울 서대문구,84.968,1,385,N,,11410,개인,남가좌동,서울특별시 서대문구
,DMC파크뷰자이3단지,2015,개인,,,"122,000",27,11,2025,중개거래,서울 서대문구,59.981,17,385,N,,11410,개인,남가좌동,서울특별시 서대문구
,DMC래미안e편한세상,2012,개인,,,"162,500",27,11,2025,중개거래,서울 서대문구,120.95,12,481,N,,11410,개인,북가좌동,서울특별시 서대문구
,독립문극동(200-0),1998,개인,,,"118,500",27,11,2025,중개거래,서울 서대문구,84.87,3,200,N,,11410,개인,현저동,서울특별시 서대문구
싸이아파트,싸이,2005,개인,,,"56,000",15,11,2025,중개거래,서울 서대문구,72.75,4,104-3,N,25.12.22,11410,개인,연희동,서울특별시 서대문구
,월드컵현대,1998,개인,,,"90,000",27,11,2025,중개거래,서울 서대문구,84.93,11,371-1,N,,11410,개인,북가좌동,서울특별시 서대문구
,북가좌삼호,1996,개인,,,"86,200",27,11,2025,중개거래,서울 서대문구,75.75,7,449,N,,11410,개인,북가좌동,서울특별시 서대문구
102,DMC에코자이,2019,개인,,,"108,000",24,11,2025,중개거래,서울 서대문구,59.79,1,389,N,26.01.20,11410,개인,남가좌동,서울특별시 서대문구
,독립문파크빌,2000,개인,,,"65,000",26,11,2025,중개거래,서울 서대문구,59.4,6,1019,N,,11410,개인,현저동,서울특별시 서대문구
,힐스테이트신촌,2020,개인,,,"186,000",26,11,2025,중개거래,서울 서대문구,84.9557,6,1017,N,,11410,개인,북아현동,서울특별시 서대문구
,DMC두산위브,2007,개인,,,"84,000",26,11,2025,중개거래,서울 서대문구,84.9623,3,459,N,,11410,개인,북가좌동,서울특별시 서대문구
,문화촌현대,2002,개인,,,"75,000",26,11,2025,중개거래,서울 서대문구,84.99,16,463,N,,11410,개인,홍제동,서울특별시 서대문구
,풍림2,1990,개인,,,"53,000",26,11,2025,중개거래,서울 서대문구,58.5,1,453-2,N,,11410,개인,홍은동,서울특별시 서대문구
,남가좌동현대,1999,개인,,,"80,600",26,11,2025,중개거래,서울 서대문구,59.4,7,376,N,,11410,개인,남가좌동,서울특별시 서대문구
,홍은동아더프라임,2014,개인,,,"63,500",26,11,2025,중개거래,서울 서대문구,59.8736,13,439-1,N,,11410,개인,홍은동,서울특별시 서대문구
101,쌍용스윗닷홈,2005,개인,,,"97,000",18,11,2025,중개거래,서울 서대문구,84.98,12,380,N,25.12.17,11410,개인,남가좌동,서울특별시 서대문구
,인왕산현대,2000,개인,,,"102,000",18,11,2025,중개거래,서울 서대문구,114.72,3,460,N,,11410,개인,홍제동,서울특별시 서대문구
,DMC에코자이,2019,개인,,,"120,000",25,11,2025,중개거래,서울 서대문구,59.656,12,389,N,,11410,개인,남가좌동,서울특별시 서대문구
,홍제역해링턴플레이스,2024,개인,,,"145,000",25,11,2025,중개거래,서울 서대문구,84.95,5,474,N,,11410,개인,홍제동,서울특별시 서대문구
,청구1차,1994,개인,,,"103,000",25,11,2025,중개거래,서울 서대문구,84.78,9,453,N,,11410,개인,홍제동,서울특별시 서대문구
,북한산두산위브,2020,개인,,,"89,500",25,11,2025,중개거래,서울 서대문구,84.99,6,467,N,,11410,개인,홍은동,서울특별시 서대문구
,남가좌동현대,1999,개인,,,"80,000",24,11,2025,중개거래,"서울 서대문구, 서울 종로구",59.4,9,376,N,,11410,개인,남가좌동,서울특별시 서대문구
103,홍제한양,1993,개인,,,"70,000",13,11,2025,중개거래,서울 서대문구,60.06,2,82,N,25.12.18,11410,개인,홍제동,서울특별시 서대문구
,천연뜨란채,2006,개인,,,"88,000",25,11,2025,중개거래,서울 서대문구,56.02,3,145,N,,11410,개인,천연동,서울특별시 서대문구
,문화촌현대,2002,개인,,,"64,000",24,11,2025,중개거래,서울 서대문구,59.94,9,463,N,,11410,개인,홍제동,서울특별시 서대문구
,천연뜨란채,2006,개인,,,"90,000",24,11,2025,중개거래,서울 서대문구,55.85,7,145,N,,11410,개인,천연동,서울특별시 서대문구
,힐스테이트홍은포레스트,2023,개인,,,"98,000",24,11,2025,중개거래,서울 서대문구,72.97,8,470,N,,11410,개인,홍은동,서울특별시 서대문구
,홍제센트럴IPARK,2020,개인,,,"133,000",20,11,2025,중개거래,서울 서대문구,84.9728,3,473,N,,11410,개인,홍제동,서울특별시 서대문구
,홍제에스피엘,2023,개인,,,"50,860",17,11,2025,직거래,,84.258,3,322-138,N,25.11.25,11410,법인,홍제동,서울특별시 서대문구
,북한산삼부르네상스101동,2024,개인,,,"74,500",24,11,2025,중개거래,서울 서대문구,98.358,-1,8-205,N,,11410,개인,홍은동,서울특별시 서대문구
,돈의문센트레빌,2011,개인,,,"159,000",23,11,2025,중개거래,서울 서대문구,84.99,9,261,N,,11410,개인,냉천동,서울특별시 서대문구
,DMC에코자이,2019,개인,,,"137,000",22,11,2025,중개거래,서울 서대문구,84.978,6,389,N,,11410,개인,남가좌동,서울특별시 서대문구
,청구1차,1994,개인,,,"99,000",22,11,2025,중개거래,서울 서대문구,84.78,9,453,N,,11410,개인,홍제동,서울특별시 서대문구
,DMC래미안e편한세상,2012,개인,,,"119,700",22,11,2025,중개거래,서울 서대문구,59.97,9,481,N,,11410,개인,북가좌동,서울특별시 서대문구
,DMC파크뷰자이2단지,2015,개인,,,"150,000",22,11,2025,중개거래,서울 서대문구,84.968,18,385,N,,11410,개인,남가좌동,서울특별시 서대문구
,독립문삼호,1995,개인,,,"105,300",22,11,2025,중개거래,서울 서대문구,75.66,2,100,N,,11410,개인,영천동,서울특별시 서대문구
114,DMC래미안클라시스,2000,개인,,,"89,500",21,11,2025,중개거래,서울 서대문구,59.93,12,377,N,26.01.09,11410,개인,남가좌동,서울특별시 서대문구
,청구1차,1994,개인,,,"95,000",21,11,2025,중개거래,서울 서대문구,84.78,3,453,N,,11410,개인,홍제동,서울특별시 서대문구
,인왕산벽산,2003,개인,,,"78,500",21,11,2025,중개거래,서울 서대문구,84.63,12,465,N,,11410,개인,홍제동,서울특별시 서대문구
,독립문극동(200-0),1998,개인,,,"110,000",21,11,2025,중개거래,서울 서대문구,59.58,7,200,N,,11410,개인,현저동,서울특별시 서대문구
104,금호어울림,2016,개인,,,"95,000",19,11,2025,중개거래,서울 서대문구,84.949,9,471,N,26.01.14,11410,개인,홍제동,서울특별시 서대문구
,독립문파크빌,2000,개인,,,"65,800",22,11,2025,중개거래,서울 은평구,59.4,9,1019,N,,11410,개인,현저동,서울특별시 서대문구
101,래미안남가좌2차,2005,개인,,,"85,000",12,11,2025,중개거래,서울 양천구,84.806,2,379,N,25.12.30,11410,개인,남가좌동,서울특별시 서대문구
,독립문극동(200-0),1998,개인,,,"137,800",20,11,2025,중개거래,서울 서대문구,102.45,11,200,N,,11410,개인,현저동,서울특별시 서대문구
,두산,1999,개인,,,"125,000",21,11,2025,중개거래,"서울 마포구, 서울 서대문구",59.96,14,1009,N,,11410,개인,북아현동,서울특별시 서대문구
,홍제역해링턴플레이스,2024,개인,,,"150,000",20,11,2025,중개거래,서울 서대문구,84.95,10,474,N,,11410,개인,홍제동,서울특별시 서대문구
,DMC래미안클라시스,2000,개인,,,"81,500",20,11,2025,중개거래,서울 서대문구,59.59,1,377,N,,11410,개인,남가좌동,서울특별시 서대문구
112,천연뜨란채,2006,개인,,,"95,000",20,11,2025,중개거래,서울 서대문구,57.78,15,145,N,25.12.29,11410,개인,천연동,서울특별시 서대문구
,힐스테이트홍은포레스트,2023,개인,,,"104,000",20,11,2025,중개거래,"경기 고양시 덕양구, 서울 은평구",72.79,8,470,N,,11410,개인,홍은동,서울특별시 서대문구
,대우푸르지오,2002,개인,,,"135,500",20,11,2025,중개거래,서울 서대문구,114.705,21,739,N,,11410,개인,연희동,서울특별시 서대문구
1,홍은미성,1985,개인,,,"51,000",14,11,2025,중개거래,서울 서대문구,83.61,6,186-1,N,25.12.22,11410,개인,홍은동,서울특별시 서대문구
102,DMC이랜드해가든,2007,개인,,,"94,000",19,11,2025,중개거래,서울 은평구,84.91,7,460,N,25.12.30,11410,개인,북가좌동,서울특별시 서대문구
,DMC래미안e편한세상,2012,개인,,,"125,000",20,11,2025,중개거래,서울 서대문구,59.97,10,481,N,,11410,개인,북가좌동,서울특별시 서대문구
,DMC파크뷰자이1단지,2015,개인,,,"135,000",12,11,2025,중개거래,서울 서대문구,59.992,22,385,N,,11410,개인,남가좌동,서울특별시 서대문구
,DMC에코자이,2019,개인,,,"128,000",19,11,2025,중개거래,서울 서대문구,84.978,3,389,N,,11410,개인,남가좌동,서울특별시 서대문구
204,DMC센트레빌,2009,개인,,,"106,500",14,11,2025,중개거래,서울 서대문구,84.98,1,381,N,26.01.09,11410,개인,남가좌동,서울특별시 서대문구
,현대그린,1996,개인,,,"69,000",18,11,2025,중개거래,서울 서대문구,84.96,9,455,N,,11410,개인,홍제동,서울특별시 서대문구
,래미안루센티아,2020,개인,,,"143,500",13,11,2025,중개거래,서울 서대문구,84.95,14,390,N,,11410,개인,남가좌동,서울특별시 서대문구
,청구3차,2001,개인,,,"83,200",18,11,2025,중개거래,서울 은평구,84.96,2,462,N,,11410,개인,홍제동,서울특별시 서대문구
,성원,1998,개인,,,"82,000",15,11,2025,중개거래,서울 서대문구,114.48,10,456,N,,11410,개인,홍제동,서울특별시 서대문구
,독립문삼호,1995,개인,,,"125,000",15,11,2025,중개거래,서울 서대문구,84.78,9,100,N,,11410,개인,영천동,서울특별시 서대문구
,e편한세상홍제가든플라츠,2023,개인,,,"102,700",17,11,2025,중개거래,"서울 서대문구, 서울 영등포구",59.991,7,469,N,,11410,개인,홍은동,서울특별시 서대문구
,현대그린,1996,개인,,,"68,000",18,11,2025,중개거래,서울 서대문구,84.96,12,455,N,,11410,개인,홍제동,서울특별시 서대문구
,인왕산현대,2000,개인,,,"80,000",15,11,2025,중개거래,서울 서대문구,59.93,3,460,N,,11410,개인,홍제동,서울특별시 서대문구
101동,디엠씨엘가,2017,개인,,,"14,000",18,11,2025,중개거래,서울 서대문구,13.03,10,387,N,25.11.18,11410,개인,남가좌동,서울특별시 서대문구
,풍림1차,1988,개인,,,"41,000",11,11,2025,중개거래,서울 서대문구,56.61,2,440-3,N,26.01.15,11410,개인,홍은동,서울특별시 서대문구
108,홍제한양,1993,개인,,,"74,800",13,11,2025,중개거래,서울 서대문구,60.06,9,82,N,26.01.15,11410,개인,홍제동,서울특별시 서대문구
,DMC래미안클라시스,2000,개인,,,"88,000",18,11,2025,중개거래,경기 김포시,59.97,8,377,N,,11410,개인,남가좌동,서울특별시 서대문구
112,DMC센트럴아이파크,2018,개인,,,"130,000",17,11,2025,중개거래,서울 서대문구,84.94,6,388,N,26.01.22,11410,개인,남가좌동,서울특별시 서대문구
,DMC에코자이,2019,개인,,,"108,000",17,11,2025,중개거래,서울 서대문구,59.656,1,389,N,,11410,개인,남가좌동,서울특별시 서대문구
,북한산더샵,2017,개인,,,"122,000",14,11,2025,중개거래,서울 서대문구,84.85,10,464,N,,11410,개인,홍은동,서울특별시 서대문구
,래미안루센티아,2020,개인,,,"133,500",17,11,2025,중개거래,서울 서대문구,84.95,2,390,N,,11410,개인,남가좌동,서울특별시 서대문구
,DMC에코자이,2019,개인,,,"117,000",17,11,2025,중개거래,서울 서대문구,59.656,9,389,N,,11410,개인,남가좌동,서울특별시 서대문구
105,홍제한양,1993,개인,,,"85,000",17,11,2025,중개거래,서울 강북구,84.77,7,82,N,25.12.29,11410,개인,홍제동,서울특별시 서대문구
,홍제원현대(459-0),2000,개인,,,"99,000",13,11,2025,중개거래,서울 서대문구,84.9,18,459,N,,11410,개인,홍제동,서울특별시 서대문구
,홍제원현대(459-0),2000,개인,,,"99,000",11,11,2025,중개거래,서울 서대문구,84.9,6,459,N,,11410,개인,홍제동,서울특별시 서대문구
,남가좌동현대,1999,개인,,,"78,500",17,11,2025,중개거래,서울 서대문구,59.4,2,376,N,,11410,개인,남가좌동,서울특별시 서대문구
,홍제역해링턴플레이스,2024,개인,,,"140,000",17,11,2025,중개거래,서울 서대문구,84.95,4,474,N,,11410,개인,홍제동,서울특별시 서대문구
,홍제한양,1993,개인,,,"95,000",12,11,2025,중개거래,서울 서대문구,84.77,2,82,N,,11410,개인,홍제동,서울특별시 서대문구
105,DMC래미안클라시스,2000,개인,,,"90,000",16,11,2025,중개거래,서울 서대문구,59.59,5,377,N,26.01.15,11410,개인,남가좌동,서울특별시 서대문구
114,DMC래미안e편한세상,2012,개인,,,"150,000",14,11,2025,중개거래,서울 서대문구,120.95,6,481,N,25.12.30,11410,개인,북가좌동,서울특별시 서대문구
103,동부센트레빌,2002,개인,,,"109,500",14,11,2025,중개거래,서울 서대문구,114.92,10,260,N,26.01.19,11410,개인,냉천동,서울특별시 서대문구
,충정리시온,2004,개인,,,"56,000",13,11,2025,중개거래,서울 서대문구,45.89,20,465,N,25.12.17,11410,개인,충정로3가,서울특별시 서대문구
,독립문극동(200-0),1998,개인,,,"133,500",13,11,2025,중개거래,서울 서대문구,102.45,23,200,N,,11410,개인,현저동,서울특별시 서대문구
,홍제원현대(459-0),2000,개인,,,"110,000",11,11,2025,중개거래,서울 서대문구,114.72,12,459,N,,11410,개인,홍제동,서울특별시 서대문구
108,홍제원현대(459-0),2000,개인,,,"112,000",12,11,2025,중개거래,서울 서대문구,114.72,18,459,N,26.01.15,11410,개인,홍제동,서울특별시 서대문구
,독립문삼호,1995,개인,,,"120,000",11,11,2025,중개거래,서울 서대문구,84.78,14,100,N,,11410,개인,영천동,서울특별시 서대문구
4,DMC한양,1987,개인,,,"74,000",8,11,2025,중개거래,서울 서대문구,65.34,6,431,N,26.01.19,11410,개인,북가좌동,서울특별시 서대문구
103,유원하나,1996,개인,,,"59,500",10,11,2025,중개거래,서울 서대문구,82.35,1,454,N,25.12.18,11410,개인,홍제동,서울특별시 서대문구
,한솔,2002,개인,,,"37,000",10,11,2025,직거래,,84.91,6,7-2,N,25.11.12,11410,개인,북가좌동,서울특별시 서대문구
,홍연(723-9),1981,개인,,,"50,000",1,11,2025,중개거래,서울 서대문구,52.23,3,723-9,N,,11410,개인,연희동,서울특별시 서대문구
,홍제원현대(459-0),2000,개인,,,"100,000",10,11,2025,중개거래,서울 서대문구,84.9,15,459,N,,11410,개인,홍제동,서울특별시 서대문구
2,유원,1987,개인,,,"52,000",7,11,2025,중개거래,서울 서대문구,64.26,7,22,N,26.01.15,11410,개인,홍은동,서울특별시 서대문구
,홍제한양,1993,개인,,,"73,000",8,11,2025,중개거래,"서울 서대문구, 서울 은평구",60.06,9,82,N,,11410,개인,홍제동,서울특별시 서대문구
110,홍제센트럴IPARK,2020,개인,,,"129,000",5,11,2025,중개거래,서울 서대문구,84.9728,5,473,N,25.11.27,11410,개인,홍제동,서울특별시 서대문구
,래미안루센티아,2020,개인,,,"145,000",7,11,2025,중개거래,서울 서대문구,84.83,10,390,N,,11410,개인,남가좌동,서울특별시 서대문구
,유원,1987,개인,,,"50,000",6,11,2025,중개거래,서울 서대문구,64.26,11,22,N,,11410,개인,홍은동,서울특별시 서대문구
105,인왕산현대,2000,개인,,,"102,500",6,11,2025,중개거래,서울 서대문구,114.72,5,460,N,26.01.20,11410,개인,홍제동,서울특별시 서대문구
108,남가좌동현대,1999,개인,,,"72,500",4,11,2025,중개거래,서울 서대문구,59.4,1,376,N,26.01.08,11410,개인,남가좌동,서울특별시 서대문구
,홍제에스피엘,2023,개인,,,"51,330",30,12,2025,직거래,,80.948,6,322-138,N,,11410,법인,홍제동,서울특별시 서대문구
,홍제에스피엘,2023,개인,,,"49,190",11,12,2025,직거래,,84.258,5,322-138,N,26.01.09,11410,법인,홍제동,서울특별시 서대문구
,흥연,1981,개인,,,"48,000",25,12,2025,중개거래,서울 서대문구,52.23,4,721-6,N,,11410,개인,연희동,서울특별시 서대문구
,DMC래미안e편한세상,2012,개인,,,"138,800",19,12,2025,중개거래,"경기 고양시 덕양구, 서울 서대문구",84.95,12,481,N,,11410,개인,북가좌동,서울특별시 서대문구
,홍제에스피엘,2023,개인,,,"49,190",30,12,2025,직거래,,80.41,4,322-138,N,,11410,법인,홍제동,서울특별시 서대문구
,DMC센트럴아이파크,2018,개인,,,"134,950",23,12,2025,중개거래,서울 서대문구,84.98,7,388,N,,11410,개인,남가좌동,서울특별시 서대문구
,홍일,1969,개인,,,"37,000",30,12,2025,중개거래,서울 서대문구,66.12,3,247-19,N,,11410,개인,홍제동,서울특별시 서대문구
,독립문파크빌,2000,개인,,,"67,000",31,12,2025,중개거래,"서울 서대문구, 서울 종로구",59.4,7,1019,N,,11410,개인,현저동,서울특별시 서대문구
,남양,1999,개인,,,"72,000",29,12,2025,중개거래,서울 서대문구,83.07,8,457,N,,11410,개인,홍제동,서울특별시 서대문구
,DMC래미안e편한세상,2012,개인,,,"131,000",27,12,2025,중개거래,서울 서대문구,84.92,3,481,N,,11410,개인,북가좌동,서울특별시 서대문구
,남가좌동현대,1999,개인,,,"75,000",16,12,2025,중개거래,서울 서대문구,59.4,2,376,N,,11410,개인,남가좌동,서울특별시 서대문구
,힐스테이트홍은포레스트,2023,개인,,,"102,000",22,12,2025,중개거래,서울 은평구,72.97,10,470,N,,11410,개인,홍은동,서울특별시 서대문구
,DMC파크뷰자이1단지,2015,개인,,,"175,000",28,12,2025,중개거래,서울 서대문구,121.614,4,385,N,,11410,개인,남가좌동,서울특별시 서대문구
,인왕산한신휴플러스,2009,개인,,,"113,000",31,12,2025,중개거래,"서울 서대문구, 서울 종로구",125.256,12,469,N,,11410,개인,홍제동,서울특별시 서대문구
,북한산더샵,2017,개인,,,"87,000",15,12,2025,직거래,,59.865,4,464,N,,11410,개인,홍은동,서울특별시 서대문구
,동원베네스트,2012,개인,,,"58,300",31,12,2025,중개거래,서울 서대문구,59.9554,3,463,N,,11410,개인,홍은동,서울특별시 서대문구
,독립문파크빌,2000,개인,26.01.08,O,"67,000",31,12,2025,중개거래,서울 서대문구,59.4,7,1019,N,,11410,개인,현저동,서울특별시 서대문구
,인왕,1968,개인,,,"75,000",18,12,2025,중개거래,"서울 마포구, 서울 서대문구",58.21,2,104-1,N,,11410,개인,홍제동,서울특별시 서대문구
,반석블레스포레,2024,개인,,,"108,000",5,12,2025,중개거래,서울 종로구,84.97,7,98-17,N,26.01.06,11410,개인,천연동,서울특별시 서대문구
,홍제원현대(459-0),2000,개인,,,"87,000",31,12,2025,중개거래,서울 서대문구,59.93,9,459,N,,11410,개인,홍제동,서울특별시 서대문구
,DMC래미안e편한세상,2012,개인,,,"165,000",29,12,2025,중개거래,서울 서대문구,120.95,6,481,N,,11410,개인,북가좌동,서울특별시 서대문구
,반석블레스포레,2024,개인,,,"107,000",12,12,2025,직거래,,84.97,8,98-17,N,,11410,개인,천연동,서울특별시 서대문구
,e편한세상신촌1단지,2018,개인,,,"180,000",30,12,2025,중개거래,"서울 서대문구, 서울 성동구",59.97,4,1013,N,,11410,개인,북아현동,서울특별시 서대문구
,DMC한양,1987,개인,,,"74,000",31,12,2025,중개거래,서울 서대문구,65.34,13,431,N,,11410,개인,북가좌동,서울특별시 서대문구
104,DMC래미안e편한세상,2012,개인,,,"128,000",12,12,2025,중개거래,서울 서대문구,59.97,3,481,N,26.01.22,11410,개인,북가좌동,서울특별시 서대문구
,성원,2001,개인,,,"68,000",30,12,2025,중개거래,서울 서대문구,59.61,3,740,N,,11410,개인,연희동,서울특별시 서대문구
,북한산두산위브,2020,개인,,,"76,000",30,12,2025,중개거래,서울 서대문구,59.89,15,467,N,,11410,개인,홍은동,서울특별시 서대문구
,DMC한양,1987,개인,,,"89,900",18,12,2025,중개거래,서울 서대문구,105.88,2,431,N,,11410,개인,북가좌동,서울특별시 서대문구
,홍은미성,1985,개인,,,"46,500",24,12,2025,중개거래,"서울 강남구, 서울 서대문구",83.61,1,186-1,N,,11410,개인,홍은동,서울특별시 서대문구
,힐스테이트홍은포레스트,2023,개인,,,"108,000",27,12,2025,중개거래,"서울 강서구, 서울 서대문구",72.79,11,470,N,,11410,개인,홍은동,서울특별시 서대문구
,서대문푸르지오센트럴파크,2022,개인,,,"112,000",30,12,2025,중개거래,"서울 마포구, 서울 서대문구",49.5,15,478,N,,11410,개인,홍제동,서울특별시 서대문구
,e편한세상홍제가든플라츠,2023,개인,,,"127,500",30,12,2025,중개거래,서울 서대문구,84.994,14,469,N,,11410,개인,홍은동,서울특별시 서대문구
,DMC래미안e편한세상,2012,개인,,,"138,000",8,12,2025,중개거래,서울 서대문구,84.95,7,481,N,,11410,개인,북가좌동,서울특별시 서대문구
,DMC한양,1987,개인,,,"76,000",30,12,2025,중개거래,서울 서대문구,65.34,13,431,N,,11410,개인,북가좌동,서울특별시 서대문구
,북가좌삼호,1996,개인,,,"88,700",30,12,2025,중개거래,서울 서대문구,84.57,15,449,N,,11410,개인,북가좌동,서울특별시 서대문구
,풍림1차,1988,개인,,,"43,500",13,12,2025,중개거래,서울 서대문구,56.61,3,440-3,N,,11410,개인,홍은동,서울특별시 서대문구
,동부센트레빌,2002,개인,,,"109,000",14,12,2025,중개거래,서울 서대문구,114.92,6,260,N,,11410,개인,냉천동,서울특별시 서대문구
,문화촌현대,2002,개인,,,"61,000",29,12,2025,중개거래,서울 서대문구,59.94,1,463,N,,11410,개인,홍제동,서울특별시 서대문구
,홍은동벽산,1997,개인,,,"60,000",29,12,2025,중개거래,서울 서대문구,58.64,13,455,N,,11410,개인,홍은동,서울특별시 서대문구
,DMC래미안e편한세상,2012,개인,,,"163,000",27,12,2025,중개거래,서울 서대문구,120.95,27,481,N,,11410,개인,북가좌동,서울특별시 서대문구
,홍은동벽산,1997,개인,,,"61,000",29,12,2025,중개거래,서울 서대문구,58.64,12,455,N,,11410,개인,홍은동,서울특별시 서대문구
,북한산두산위브,2020,개인,,,"95,000",25,12,2025,중개거래,서울 서대문구,84.98,3,467,N,,11410,개인,홍은동,서울특별시 서대문구
,유원하나,1996,개인,,,"67,000",27,12,2025,중개거래,서울 서대문구,82.35,6,454,N,,11410,개인,홍제동,서울특별시 서대문구
